filename,keys,requirement
2013 - iTrust.txt,G.D70.3.2.31.3.2,"The patient clicks on the name of the LHCP for an expired prescription, and is presented with the contact information for that LHCP (including First Name Last Name, LHCP Type, Street Address 1, Street Address 2, City, State, Zip Code, Phone, and Contact Email); if any type of contact information is missing or the whole contact information for the LHCP is not available in the database, the corresponding missing types of information are simply shown as blank."
2013 - iTrust.txt,G.D70.3.2.32.1,"The HCP has authenticated himself or herself in the iTrust Medical Records system (UC2),(UC3)."
2013 - iTrust.txt,G.D70.3.2.32.2,"The HCP chooses â€œPotential Prescription-Renewalsâ€ and is presented with a list of patients [S2] that satisfy all of the three conditions: (1) patients for whom the HCP is a DLHCP, (2) special-diagnosis-history patients [S1], (3) patients whose prescriptions will expire within 7 days (including the 7th day) from the current date."
2013 - iTrust.txt,G.D70.3.2.32.3.1,A chronic special-diagnosis-history patient is an alive patient who has been diagnosed with at least one of the following: â€¢
2013 - iTrust.txt,G.D70.3.2.32.3.2,"The patient list is titled with the HCP's name. The patient list includes the patient's name (i.e., first name and last name), phone number, and contact email address [E1, E2] (so that confirmation calls or emails can be made or sent outside of the iTrust system). The list is sorted based on the ascending alphabetical order of the patients' last names, and then first names. When a chronic special-diagnosis-history patient satisfies all three conditions and has multiple prescriptions satisfying the third condition, the patient is listed in the list only once. The list is a static list with no link on the patient's name, phone number, or contact email address)."
2013 - iTrust.txt,G.D70.3.2.32.4,"If there are no patients satisfying the three conditions, an empty list is presented."
2013 - iTrust.txt,G.D70.3.2.33.1,The iTrust user (patient or HCP) has been authenticated in the iTrust Medical Records system (UC3).
2013 - iTrust.txt,G.D70.3.2.33.2,A sending HCP refers the patient to another receiving HCP [S1]. A receiving HCP views a list of received referrals [S2]. A sending HCP views a list of previously sent patient referrals [S3]. A patient views the details of his/her referrals [S4]. A sending HCP edits a previously sent patient referral [S5]. A sending HCP cancels a previously sent patient referral [S6]. All events are logged (UC5).
2013 - iTrust.txt,G.D70.3.2.33.3.1,"An HCP chooses to refer a patient to another receiving HCP through the referral feature on a patient's office visit page (UC11). The sending HCP must select a receiving HCP by either entering the HCP's MID and confirming the selection, or by searching for the HCP by name. The sending HCP is also presented with a text box to include notes about the referral. The sending HCP then chooses a priority from 1-3 (1 is most important, 3 is least important) for the referral. The HCP may send the referral, cancel the referral [E1], or edit the referral [E2]. Upon sending a referral, the patient, sending HCP, and receiving HCP receive a message summarizing the newly created referral information (sending HCP name & specialty, receiving HCP name & specialty, patient name, referral notes, and referral creation timestamp); additionally, the sending and receiving HCP messages include the referral priority."
2013 - iTrust.txt,G.D70.3.2.33.3.2,"An HCP chooses to view received referrals. The receiving HCP is presented with a list of referrals sorted by priority (from most important to least important). The receiving HCP then selects a referral to view details and is presented with the name and specialty of the sending HCP, the patient's name, the referral notes, the referral priority, the office visit date with a link to the office visit, and the time the referral was created."
2013 - iTrust.txt,G.D70.3.2.33.3.3,"A sending HCP views a list of previously sent patient referrals. The HCP may sort the list of referrals by patient name, receiving HCP name, time generated, and/or priority. The HCP chooses a specific referral from the list to view complete details about the referral: patient name, receiving HCP name and specialty, time generated, priority, office visit date, and notes."
2013 - iTrust.txt,G.D70.3.2.33.3.4,"A patient views a list of his/her referrals. The patient may sort the list of referrals by receiving HCP name, time generated, and/or priority. The patient chooses a specific referral from the list to view complete details about the referral: sending HCP name and specialty, receiving HCP name and specialty, time generated, priority, office visit date, and notes. The patient is also provided with the option to send a message to the receiving HCP to request that an appointment be scheduled."
2013 - iTrust.txt,G.D70.3.2.33.3.5,"A sending HCP edits a previously created patient referral as long as the referral has not been viewed by the receiving HCP. The sending HCP may edit the priority of the referral and/or the referral notes. The sending HCP then chooses to save the edits, cancel the edits, or re-enter the data [E2]."
2013 - iTrust.txt,G.D70.3.2.33.3.6,"A sending HCP cancels a previously sent patient referral by visiting the office visit page, viewing the details of a previously sent patient referral [S3], and choosing cancel. The HCP is asked to confirm the decision to cancel the referral. The patient and receiving HCP receive a message (UC30) indicating that the referral was canceled."
2013 - iTrust.txt,G.D70.3.2.33.4.1,The receiving HCP chosen is not the desired HCP. The sending HCP does not confirm the selection and is prompted to try again.
2013 - iTrust.txt,G.D70.3.2.33.4.2,"The patient, receiving HCP, referral notes, and/or referral priority are invalid, and the HCP is prompted to enter this information again."
2013 - iTrust.txt,G.D70.3.2.34.1,"The iTrust user (LHCP, UAP, or patient) has been authenticated in the iTrust Medical Records system (UC3)."
2013 - iTrust.txt,G.D70.3.2.34.2,"An LHCP or UAP creates a list of patients (by MID) for which he or she will monitor remotely [E1, S1]. A patient either chooses to input his or her physiologic measurements (blood pressure and/or glucose levels) [S2], or to input his or her weight, height, and/or pedometer readings [S7]. An LHCP can see the blood pressure and glucose levels [S3], or weight, height, and pedometer readings [S8] for the patients he or she is monitoring, with two separate lists for physiologic andheight/weight/pedometer readings [S3]. A UAP [S5 & S9] or patient representative [S6 & S10] can input the blood pressure, glucose levels, height, weight, or pedometer readings for a patient. A patient may have up to 10 physiologic data points in any one day, reported by him/herself, a UAP, or a personal representative [E4]. A patient may have at most one height data point, one weight data point, and one pedometer data point in any one day, reported by him/herself, a UAP, or a personal representative [E6]."
